movie_id,title,year,genres,keywords,rating_count,rating_avg,imdb_id,tmdb_id,poster_url
20,Money Train,1995,Action|Comedy|Crime|Drama|Thriller,good action | action | action packed | fast paced | fight scenes | big budget | nudity (topless - brief) | chase | vengeance | original | brothers | buddy movie,4084,2.8807542,tt0113845,11517,
21,Get Shorty,1995,Comedy|Crime|Thriller,mob | great movie | gangsters | gangster | cool | mafia | great | original | based on a book | crime | caper | dark humor,24116,3.5816884,tt0113161,8012,
22,Copycat,1995,Crime|Drama|Horror|Mystery|Thriller,serial killer | suspenseful | detective | suspense | police investigation | murder mystery | tense | twists & turns | investigation | murder | thriller | psychological,9928,3.3193996,tt0112722,1710,
23,Assassins,1995,Action|Crime|Thriller,hit men | assassin | assassins | action | good action | assassination | hitman | action packed | chase | fast paced | explosions | vengeance,4250,3.1482353,tt0112401,9691,
24,Powder,1995,Drama|Sci-Fi,touching | emotional | humanity | poignant | tear jerker | male nudity | compassionate | sentimental | life & death | bittersweet | technology | cancer,7971,3.1998494,tt0114168,12665,
25,Leaving Las Vegas,1995,Drama|Romance,drinking | loneliness | melancholic | love | alcoholism | depressing | great acting | las vegas | relationships | love story | depression | oscar (best actress),21553,3.6895096,tt0113627,451,
26,Othello,1995,Drama,shakespeare | based on a play | betrayal | adaptation | great acting | tragedy | good | literature | original | great ending | oscar (best actress) | great movie,2755,3.6288567,tt0114057,16420,
27,Now and Then,1995,Children|Drama,coming of age | girlie movie | friendship | unlikely friendships | adolescence | childhood | women | coming-of-age | awesome soundtrack | nostalgic | male nudity | good soundtrack,1642,3.41352,tt0114011,9263,
28,Persuasion,1995,Drama|Romance,adapted from:book | jane austen | period piece | adaptation | literature | 19th century | england | costume drama | romantic | 18th century | love story | based on a book,3154,4.057546,tt0114117,17015,
29,"City of Lost Children, The (Cité des enfants perdus, La)",1995,Adventure|Drama|Fantasy|Mystery|Sci-Fi,dark fantasy | visually stunning | visual | surreal | imagination | weird | dreams | dreamlike | surrealism | visually appealing | dark | futuristic,8520,3.95223,tt0112682,902,
30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,Crime|Drama,cinematography | beautifully filmed | visual | gangsters | gangster | foreign | melancholic | stunning | visually appealing | 1930s | enigmatic | loneliness,1281,3.63388,tt0115012,37557,
31,Dangerous Minds,1995,Drama,teacher | high school | inspirational | based on true story | mentor | good soundtrack | gangsters | good | school | drama | inspiring | childhood,9435,3.2503445,tt0112792,9909,
32,Twelve Monkeys (a.k.a. 12 Monkeys),1995,Mystery|Sci-Fi|Thriller,future | time loop | time travel | science fiction | sci fi | futuristic | complex | dystopia | original | complicated plot | complicated | great ending,44980,3.8980546,tt0114746,63,
34,Babe,1995,Children|Drama,talking animals | animals | animal movie | pigs | children | heartwarming | cute | sweet | cute! | original | computer animation | family,32255,3.643094,tt0112431,9598,
35,Carrington,1995,Drama|Romance,relationships | love | intimate | love story | melancholic | based on a book | passionate | england | artist | love triangles | sexual | loneliness,1493,3.5016744,tt0112637,47018,
36,Dead Man Walking,1995,Crime|Drama,death penalty | death | crime | oscar (best actress) | murder | drama | based on a book | redemption | social commentary | compassionate | great acting | dramatic,20809,3.942717,tt0112818,687,
38,It Takes Two,1995,Children|Comedy,cute! | cute | switching places | girlie movie | children | kids | fun | sweet | childhood | romantic comedy | adoption | camp,552,2.8577898,tt0113442,33689,
39,Clueless,1995,Comedy|Romance,teen movie | teen | girlie movie | teenager | high school | teens | teenagers | chick flick | awesome soundtrack | comedy | adolescence | coming-of-age,26254,3.4136322,tt0112697,9603,
40,"Cry, the Beloved Country",1995,Drama,based on a book | south africa | africa | beautiful scenery | segregation | good | original | adaptation | race issues | beautifully filmed | adapted from:book | drama,886,3.6467268,tt0112749,34615,
41,Richard III,1995,Drama|War,shakespeare | based on a play | 1930s | robert downey jr | oscar (best supporting actress) | great acting | england | adaptation | original | 18th century | fascism | betrayal,4689,3.8521006,tt0114279,31174,
42,Dead Presidents,1995,Action|Crime|Drama,violence | heist | crime | bank robbery | brothers | splatter | violent | brutality | gangsters | vietnam war | powerful ending | vietnam,2467,3.0551276,tt0112819,11443,
43,Restoration,1995,Drama,period piece | robert downey jr | historical | england | 18th century | costume drama | irish accent | london | medieval | history | revolution | great,2552,3.468456,tt0114272,35196,
44,Mortal Kombat,1995,Action|Adventure|Fantasy,video game adaptation | based on a video game | martial arts | video game | fight scenes | videogame | fighting | computer game | awesome soundtrack | action | kung fu | ninja,10697,2.6538749,tt0113855,9312,
45,To Die For,1995,Comedy|Drama|Thriller,dark humor | obsession | dark comedy | black comedy | manipulation | fake documentary | oscar (best directing) | oscar (best actress) | sexy | original | satire | murder,8933,3.3843613,tt0114681,577,
46,How to Make an American Quilt,1995,Drama|Romance,women | chick flick | love | adultery | relationships | based on a book | nudity (topless - brief) | love story | marriage | romantic | wedding | destiny,3205,3.274883,tt0113347,11861,
47,Seven (a.k.a. Se7en),1995,Mystery|Thriller,serial killer | detective | police investigation | powerful ending | dark | imdb top 250 | great ending | surprise ending | crime | investigation | twist ending | thriller,43249,4.0534925,tt0114369,807,
48,Pocahontas,1995,Animation|Children|Drama|Musical|Romance,disney animated feature | animation | native americans | indians | cartoon | talking animals | disney | animals | kids and family | story | animated | fairy tale,13046,2.9461138,tt0114148,10530,
50,The Usual Suspects,1995,Crime|Mystery|Thriller,oscar (best supporting actor) | surprise ending | plot twist | twists & turns | twist ending | great ending | imdb top 250 | excellent script | great acting | crime | complicated | storytelling,47006,4.334372,tt0114814,629,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX500.jpg
52,Mighty Aphrodite,1995,Comedy|Drama|Romance,adoption | oscar (best supporting actress) | oscar (best actress) | oscar (best actor) | oscar | great acting | original | pornography | prostitution | new york | oscar (best directing) | narrated,9320,3.5411482,tt0113819,11448,
54,The Big Green,1995,Children|Comedy,sports | kids | football | underdog | soccer | children | kids and family | original | disney | family | feel-good | childhood,956,2.8546026,tt0112499,26441,
55,Georgia,1995,Drama,musicians | sisters | good soundtrack | relationships | rock and roll | family drama | original | addiction | drinking | good music | great music | dysfunctional family,939,3.241214,tt0113158,97406,
57,Home for the Holidays,1995,Drama,dysfunctional family | robert downey jr | off-beat comedy | holiday | drama | family | original | sisters | awesome soundtrack | relationships | ensemble cast | eccentricity,2439,3.3245182,tt0113321,9089,
58,"Postman, The (Postino, Il)",1994,Comedy|Drama|Romance,beautifully filmed | beautiful scenery | melancholic | love story | scenic | poetry | oscar (best supporting actress) | romantic | touching | cinematography | friendship | bittersweet,11549,3.9783964,tt0110877,11010,
60,The Indian in the Cupboard,1995,Adventure|Children|Fantasy,indians | based on book | magic | based on a book | adapted from:book | children | childhood | books | fantasy world | fantasy | family | original,6313,3.1144464,tt0113419,11359,
61,Eye for an Eye,1996,Drama|Thriller,vigilante | vigilantism | revenge | vengeance | justice | rape | murder | police investigation | brutality | suspense | thriller | death penalty,2281,3.323104,tt0116260,17182,
62,Mr. Holland's Opus,1995,Drama,music | mentor | teacher | musicians | classical music | sentimental | inspirational | feel-good | high school | inspiring | artistic | good music,19381,3.7318249,tt0113862,2054,
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy|Crime,spoof | parody | funniest movies | comedy | goofy | funny | funny as hell | hilarious | silly fun | stupidity | very funny | stupid,2334,3.066624,tt0116126,10607,
64,Two if by Sea,1996,Comedy|Romance,romantic comedy | life philosophy | sarcasm | original | great | romantic | dialogue | comedy | great movie | predictable | love story,2086,2.8298178,tt0118002,19760,
65,Bio-Dome,1996,Comedy,stupid | stupidity | goofy | dumb but funny | dumb | comedy | idiotic | silly fun | funniest movies | stupid as hell | so bad it's funny | very funny,4864,2.394223,tt0115683,9536,
66,Lawnmower Man 2: Beyond Cyberspace,1996,Action|Sci-Fi|Thriller,virtual reality | horrible | special effects | bad acting | bad plot | original | sci-fi | scifi | sequels | end of the world | futuristic | technology,2371,2.144243,tt0116839,11525,
68,French Twist (Gazon maudit),1995,Comedy|Romance,lesbian | adultery | cheating | spanish | sexy | nudity (full frontal - notable) | sexual | relationships | farce | nudity (full frontal) | women | original,1238,3.4369953,tt0113149,4482,
69,Friday,1995,Comedy,weed | comedy | funny | marijuana | chris tucker | very funny | hilarious | funniest movies | funny as hell | original | humorous | stoner movie,4288,3.5606344,tt0113118,10634,
70,From Dusk Till Dawn,1996,Action|Comedy|Horror|Thriller,splatter | vampires | vampire | bloody | cult classic | violence | gratuitous violence | violent | horror | gory | tarantino | stylish,12712,3.2774544,tt0116367,755,
71,Fair Game,1995,Action,action | good action | bad plot | action packed | chase | explosions | original | sexy | nudity (topless) | bad acting | bad | predictable,1295,2.3552125,tt0113010,11859,
72,Kicking and Screaming,1995,Comedy|Drama,college | dialogue driven | dialogue | criterion | talky | slackers | relationships | intellectual | witty | quotable | drinking | nostalgic,1230,3.502439,tt0113537,28387,
73,Les Misérables,1995,Drama|War,adapted from:book | world war ii | beautifully filmed | jews | story | france | based on a book | jewish | wwii | adaptation | storytelling | germany,2955,3.8067682,tt0113828,48750,
74,Bed of Roses,1996,Drama|Romance,romantic | love story | chick flick | romantic comedy | romance | happy ending | sweet | feel-good | destiny | sappy | relationships | girlie movie,3514,3.3022196,tt0115644,20927,
75,Big Bully,1996,Comedy|Drama,bullying | arnold | childhood | original | predictable,558,2.4623656,tt0115676,36929,
76,Screamers,1995,Action|Sci-Fi|Thriller,sci-fi | scifi | futuristic | robots | sci fi | cyberpunk | science fiction | robot | post-apocalyptic | philip k. dick | post apocalyptic | androids,3380,3.0090237,tt0114367,9102,
78,The Crossing Guard,1995,Action|Crime|Drama|Thriller,vengeance | redemption | guilt | death | original | revenge | obsession | exceptional acting | hitman | great ending | brutality | drinking,1226,3.1806688,tt0112744,27526,
79,The Juror,1996,Drama|Thriller,mafia | tom clancy | thriller | murder | twists & turns | tense | original | suspense | betrayal | mob | courtroom drama | teacher,5535,3.1285455,tt0116731,9623,
80,"White Balloon, The (Badkonake sefid)",1995,Children|Drama,children | iran | childhood | money | criterion | runaway | beautifully filmed | greed | foreign | golden palm | original | unusual plot structure,575,3.7243478,tt0112445,46785,
81,Things to Do in Denver When You're Dead,1995,Crime|Drama|Romance,crime gone awry | organized crime | gangsters | gangster | hitman | stylish | crime | hit men | ensemble cast | dialogue | mob | original,3209,3.267373,tt0114660,400,
82,Antonia's Line (Antonia),1995,Comedy|Drama,oscar (best foreign language film) | women | intellectual | relationships | life & death | reflective | beautifully filmed | foreign | parenthood | beautiful scenery | original | bittersweet,2538,4.0049253,tt0112379,880,
83,Once Upon a Time... When We Were Colored,1995,Drama|Romance,segregation | visually appealing | race issues | holocaust | biography | based on a book | original | jews | fight scenes | civil war | great | good,594,3.6531987,tt0114039,146599,
85,Angels and Insects,1995,Drama|Romance,secrets | male nudity | period piece | 19th century | costume drama | nudity (full frontal - notable) | visually stunning | incest | beautifully filmed | enigmatic | 18th century | based on a book,2714,3.5311348,tt0112365,8447,
86,White Squall,1996,Action|Adventure|Drama,coming of age | mentor | based on true story | friendship | adventure | great | dramatic | story | unlikely friendships | coming-of-age | adolescence | true story,4308,3.483403,tt0118158,10534,
87,Dunston Checks In,1996,Children|Comedy,kids and family | single father | kids | family | children | monkey | original | hotel | cute! | predictable | childhood | cute,976,2.359631,tt0116151,17414,
88,Black Sheep,1996,Comedy,comedy | saturday night live | funny | very funny | hilarious | sarcasm | funny as hell | goofy | funniest movies | weed | original | stupidity,4864,3.1076274,tt0115697,13997,
89,Nick of Time,1995,Action|Thriller,conspiracy | suspense | suspenseful | tense | kidnapping | twists & turns | thriller | chase | assassination | hostage | time | original,3247,3.1398213,tt0113972,2086,
92,Mary Reilly,1996,Drama|Horror|Thriller,irish accent | original | adapted from:book | story | adaptation | based on a book | mad scientist | sexualized violence | good | destiny | underrated,2303,2.8541033,tt0117002,9095,
93,Vampire in Brooklyn,1995,Comedy|Horror|Romance,vampire | vampires | horror | comedy | original | goofy | funny | supernatural | predictable | nocturnal | goth | mentor,1966,2.5287385,tt0114825,12158,
94,Beautiful Girls,1996,Comedy|Drama|Romance,relationships | small town | ensemble cast | good soundtrack | melancholic | drinking | friendship | love | mentor | unlikely friendships | great | adolescence,4030,3.5269232,tt0115639,9283,
95,Broken Arrow,1996,Action|Adventure|Thriller,action | action packed | good action | explosions | chase | big budget | gunfight | weapons | military | vengeance | fast paced | lone hero,22104,3.0946436,tt0115759,9208,
97,"Hate (Haine, La)",1995,Crime|Drama,social commentary | criterion | powerful ending | paris | french | bleak | black and white | violence | brutality | gritty | harsh | reflective,1963,3.996434,tt0113247,406,
99,Heidi Fleiss: Hollywood Madam,1995,Documentary,pornography | prostitution | marijuana | documentary | greed | original | drugs | dysfunctional family | grindhouse | mentor | manipulation | very interesting,726,3.105372,tt0113283,63076,
100,City Hall,1996,Drama|Thriller,politics | political | corruption | conspiracy | mentor | new york city | lawyer | complex | organized crime | mafia | drama | world politics,4115,3.2213852,tt0115907,11062,
101,Bottle Rocket,1996,Adventure|Comedy|Crime|Romance,heist | quirky | off-beat comedy | humorous | independent film | cult classic | good soundtrack | crime | dark humor | original | criterion | friendship,4298,3.786296,tt0115734,13685,
102,Mr. Wrong,1996,Comedy,comedy | horrible | funny | original | stupid | goofy | very funny | predictable | romantic | stupidity | so bad it's funny | brutality,1992,2.429468,tt0117102,47475,
103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,thriller | murder mystery | twists & turns | surprise ending | mystery | original | suspenseful | murder | sci fi | suspense | police investigation | twist,1133,3.2691967,tt0118040,2045,
104,Happy Gilmore,1996,Comedy,golf | comedy | goofy | sports | hilarious | funniest movies | funny | saturday night live | very funny | dumb | mentor | underdog,17915,3.4170806,tt0116483,9614,
105,The Bridges of Madison County,1995,Drama|Romance,love story | bittersweet | romance | romantic | adultery | passionate | sentimental | chick flick | emotional | love | heartbreaking | touching,9620,3.3262994,tt0112579,688,https://m.media-amazon.com/images/M/MV5BNmRiZDZkN2EtNWI5ZS00ZDg3LTgyNDItMWI5NjVlNmE5ODJiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX500.jpg
107,Muppet Treasure Island,1996,Adventure|Children|Comedy|Musical,muppets | treasure hunt | treasure | pirates | franchise | fun movie | adventure | puppets | original | fun | great | talking animals,6376,3.2153387,tt0117110,10874,
110,Braveheart,1995,Action|Drama|War,historical | oscar (best picture) | history | oscar (best directing) | courage | epic | oscar (best cinematography) | us history | imdb top 250 | scotland | factual | medieval,53769,4.042534,tt0112573,197,https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
111,Taxi Driver,1976,Crime|Drama|Thriller,loneliness | masterpiece | golden palm | imdb top 250 | violent | character study | insanity | social commentary | new york | dark | anti-hero | new york city,24481,4.1105757,tt0075314,103,https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
112,Rumble in the Bronx (Hont faan kui),1995,Action|Adventure|Comedy|Crime,martial arts | fight scenes | kung fu | hong kong | action | good action | fighting | gangs | original | action packed | violence | gratuitous violence,11890,3.4125736,tt0113326,33542,
113,Before and After,1996,Drama|Mystery,family drama | lawyer | drama | guilt | original | family | justice | intense | lawyers | dysfunctional family | dialogue | murder,1089,3.1092746,tt0115645,43566,
116,Anne Frank Remembered,1995,Documentary,holocaust | anti-semitism | jews | world war ii | germany | narrated | nazis | documentary | intimate | wartime | original | heartbreaking,949,3.9373024,tt0112373,51352,
117,The Young Poisoner's Handbook,1995,Crime|Drama,true story | black comedy | murder | humorous | dark | original | disturbing | funny | stylish | good soundtrack | narrated | weird,1264,3.5893986,tt0115033,16934,
118,If Lucy Fell,1996,Comedy|Romance,romantic comedy | romantic | relationships | good soundtrack | independent film | mentor | quirky | romance | original | sweet | destiny | life philosophy,1136,3.0110035,tt0116606,10324,
121,The Boys of St. Vincent,1992,Drama,child abuse | disturbing | corruption | pornography | true story | original | sexual abuse | orphans | police investigation | canada | investigation | drama,837,3.7532856,tt0106473,32119,
122,Boomerang,1992,Comedy|Romance,comedy | funny | hilarious | nudity (topless - brief) | sexy | romantic | very funny | romance | funny as hell | goofy | original | women,3888,2.8676698,tt0103859,11066,
123,Chungking Express (Chung Hing sam lam),1994,Drama|Mystery|Romance,loneliness | love | melancholic | wuxia | obsession | melancholy | reflective | enigmatic | intimate | criterion | nocturnal | hong kong,2309,3.9692507,tt0109424,11104,
125,Flirting With Disaster,1996,Comedy,adoption | ensemble cast | hilarious | comedy | funny | humorous | parenthood | nudity (topless - brief) | screwball comedy | farce | funniest movies | original,3518,3.755685,tt0116324,2074,
126,The NeverEnding Story III,1994,Adventure|Children|Fantasy,fantasy | original | horrible | fantasy world | awful | bad acting | based on a book | dragons | crappy sequel | family | so bad it's funny | magic,1376,2.3121367,tt0110647,27793,
132,Jade,1995,Thriller,sexual | erotic | murder mystery | nudity (rear) | san francisco | sex | sexy | pornography | nudity (topless - brief) | mystery | stylish | chase,2123,2.7731984,tt0113451,11863,
135,Down Periscope,1996,Comedy,submarine | comedy | fun movie | big budget | original | sarcasm | silly | humorous | hilarious | funny | catastrophe | silly fun,6305,2.9980175,tt0116130,9101,
140,Up Close and Personal,1996,Drama|Romance,love story | romantic | romantic comedy | romance | chick flick | journalism | destiny | justice | relationships | sappy | girlie movie | original,5073,3.2938104,tt0118055,9302,
141,The Birdcage,1996,Comedy,cross dressing | gay | gay character | homosexuality | queer | comedy | homophobia | stereotypes | farce | original | funny | based on a play,22020,3.512216,tt0115685,11000,
144,The Brothers McMullen,1995,Comedy,irish | relationships | independent film | dialogue driven | brothers | dialogue | original | happy ending | ireland | irish accent | low budget | intimate,4505,3.4771366,tt0112585,16388,
145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,good action | action | action packed | buddy movie | comedy | car chase | chase | fast paced | police | explosions | big budget | fight scenes,11975,3.2507725,tt0112442,9737,
146,The Amazing Panda Adventure,1995,Adventure|Children,kids | cute | adventure | family | cute! | children | china | animals | original | kids and family | mentor | so bad it's funny,580,2.912069,tt0112342,30765,
147,The Basketball Diaries,1995,Drama,drug abuse | drug addiction | drugs | addiction | heroin | mentor | true story | based on a book | based on true story | based on a true story | weed | great acting,4118,3.5829287,tt0112461,10474,
149,Amateur,1994,Crime|Drama|Thriller,amnesia | deadpan | quirky | hit men | cerebral | pornography | independent film | gangsters | dialogue | redemption | very interesting | weird,1091,3.694317,tt0109093,30157,
150,Apollo 13,1995,Adventure|Drama|IMAX,space program | astronauts | nasa | space | space travel | true story | tense | drama | dramatic | based on true story | based on a true story | mars,47777,3.8685977,tt0112384,568,
151,Rob Roy,1995,Action|Drama|Romance|War,scotland | sword fight | 18th century | sword fighting | historical | period piece | courage | passionate | beautiful scenery | betrayal | irish accent | love story,12616,3.5390377,tt0114287,11780,
152,The Addiction,1995,Drama|Horror,vampires | vampire | addiction | goth | drug addiction | nocturnal | drug abuse | cult film | life & death | philosophical | original | blood,651,3.1044548,tt0112288,34996,
153,Batman Forever,1995,Action|Adventure|Comedy|Crime,batman | super-hero | franchise | vigilante | super hero | superhero | alter ego | action | comic book | superheroes | adapted from:comic | series,32867,2.8947272,tt0112462,414,
154,Beauty of the Day (Belle de jour),1967,Drama,sexual | enigmatic | obsession | surreal | criterion | intimate | pornography | surrealism | erotic | dreams | prostitution | cerebral,3010,3.8019934,tt0061395,649,
155,Beyond Rangoon,1995,Adventure|Drama|War,world politics | sacrifice | politics | jungle | political | catastrophe | original | story | storytelling | adventure | dramatic,1276,3.4079154,tt0112495,1873,
156,Blue in the Face,1995,Comedy|Drama,highly quotable | independent film | new york city | relationships | solitude | great | life philosophy | good soundtrack | original | dialogue | new york | sarcasm,1663,3.5279615,tt0112541,5894,
157,Canadian Bacon,1995,Comedy|War,satire | politics | canada | sarcasm | military | satirical | political | comedy | president | original | stereotypes | corporate america,2596,2.7846687,tt0109370,1775,
158,Casper,1995,Adventure|Children,ghosts | children | childhood | family | kids | cute | cute! | kids and family | supernatural | special effects | adapted from:comic | cartoon,12625,2.932,tt0112642,8839,
159,Clockers,1995,Crime|Drama|Mystery,drugs | crime | good soundtrack | corruption | addiction | mentor | hip hop | gritty | murder | original | gangsters | violent,2366,3.4169483,tt0112688,20649,
160,Congo,1995,Action|Adventure|Mystery|Sci-Fi,jungle | based on a book | adventure | adapted from:book | special effects | big budget | africa | action | so bad it's funny | books | bad plot | bad acting,14965,2.6047444,tt0112715,10329,
161,Crimson Tide,1995,Drama|Thriller|War,tense | tom clancy | submarine | weapons | nuclear | nuclear war | claustrophobic | cold war | forceful | thriller | military | action,23628,3.744202,tt0112740,8963,
162,Crumb,1994,Documentary,artist | artistic | obsession | documentary | mental illness | art | pornography | eccentricity | criterion | sexual | dysfunctional family | disturbing,5995,4.009925,tt0109508,26564,
163,Desperado,1995,Action|Romance|Western,action | stylish | violence | gunfight | good action | violent | vengeance | bloody | cool | revenge | realistic action | fast paced,14321,3.445395,tt0112851,8068,
164,Devil in a Blue Dress,1995,Crime|Film-Noir|Mystery|Thriller,based on a book | based on book | twists & turns | los angeles | film noir | original | political corruption | neo-noir | corruption | stylized | books | adaptation,4435,3.4635851,tt0112857,8512,
165,Die Hard: With a Vengeance,1995,Action|Crime|Thriller,action | action packed | vengeance | lone hero | good action | chase | explosions | good sequel | sequel | new york city | fast paced | gunfight,33940,3.4890246,tt0112864,1572,https://m.media-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX500.jpg
166,The Doom Generation,1995,Comedy|Crime|Drama,cult film | surreal | splatter | sexual | violence | weird | pornography | gratuitous violence | pointless | violent | so bad it's funny | brutality,650,2.7876923,tt0112887,13552,
168,First Knight,1995,Action|Drama|Romance,medieval | love story | king arthur | romance | chick flick | betrayal | romantic | beautiful scenery | big budget | adventure | destiny | fantasy,12084,3.0846987,tt0113071,6520,
169,Free Willy 2: The Adventure Home,1995,Adventure|Children|Drama,family | adventure | sequels | original | animal movie | sequel | predictable | adoption | natural disaster | kids and family | childhood | disaster,3358,2.2836509,tt0113114,9073,
170,Hackers,1995,Action|Adventure|Crime|Thriller,hacking | hackers | geeks | cyberpunk | computers | internet | technology | awesome soundtrack | geek | cool | fun movie | virtual reality,7875,3.1975873,tt0113243,10428,
171,Jeffrey,1995,Comedy|Drama,gay character | gay | aids | queer | homosexuality | glbt | stereotypes | homophobia | relationships | romantic comedy | original | funny,1427,3.6030133,tt0113464,17447,
172,Johnny Mnemonic,1995,Action|Sci-Fi|Thriller,cyberpunk | dystopic future | future | futuristic | sci-fi | virtual reality | dystopia | technology | scifi | sci fi | science fiction | post-apocalyptic,12706,2.7326066,tt0113481,9886,
173,Judge Dredd,1995,Action|Crime|Sci-Fi,based on a comic | dystopic future | adapted from:comic | futuristic | future | sci-fi | dystopia | super hero | comic book | action | superheroes | cyberpunk,14993,2.5382845,tt0113492,9482,
